ID,First_Name,Mid_Name,Last_Name,Percentage,Collegeid
411681,Raj,Ojas,Chauhan,64.78,281
411682,Ishaan,Shubham,Jain,64.78,281
411683,Dev,Harsh,Bhat,64.75,281
411684,Kavya,Gautam,Agarwal,64.72,281
411685,Sakshi,Manish,Dey,64.72,281
411686,Nirav,Abhinav,Fadnavis,64.72,281
411687,Ekta,Hitesh,Bose,64.72,281
411688,Lakshmi,Brijesh,Bhat,64.7,281
411689,Bhavika,Akshay,Kulkarni,64.7,281
411690,Meher,Ansh,Bhattacharya,64.7,281
411691,Trisha,Aayush,Nagpal,64.7,281
411692,Naman,Shubham,Khanna,64.7,281
411693,Garima,Akash,Halder,64.7,281
411694,Yug,Akash,Chauhan,64.7,281
411695,Pranav,Dhruv,Xavier,64.7,281
411696,Eshan,Gautam,Sinha,64.7,281
411697,Vanya,Aditya,Vaghela,64.7,281
411698,Charvi,Vivaan,Kumar,64.7,281
411699,Dhruv,Siddharth,Mahajan,64.7,281
411700,Oviya,Ojas,Dhillon,64.7,281
411701,Vedika,Aarush,Singh,64.7,281
411702,Shubham,Dhruv,Mazumdar,64.7,281
411703,Neha,Jai,Iyer,64.7,281
411704,Aaradhya,Aditya,Xavier,64.7,281
411705,Zara,Ojas,Oberoi,64.7,281
411706,Charvi,Ekansh,Nanda,64.7,281
411707,Zayn,Kunal,Desai,64.7,281
411708,Om,Nirav,Patel,64.7,281
411709,Ira,Ishaan,Vaghela,64.7,281
411710,Yuvan,Ishan,Kothari,64.7,281
411711,Oviya,Brijesh,Dhillon,64.69,281
411712,Eesha,Mohit,Halder,64.69,281
411713,Zoya,Sahil,Desai,64.69,281
411714,Yamini,Eshan,Wadhwa,64.69,282
411715,Atharva,Bhavya,Khan,64.69,282
411716,Devansh,Abhinav,Mehta,64.69,282
411717,Hitesh,Virat,Uday,64.69,282
411718,Bhavya,Yug,Dubey,64.69,282
411719,Yuvan,Kunal,Malhotra,64.69,282
411720,Disha,Devansh,Arora,64.69,282
411721,Pari,Chirag,Edara,64.67,282
411722,Oviya,Pranav,Pillai,64.67,282
411723,Hrithik,Varun,Khanna,64.67,282
411724,Pratik,Abhinav,Chatterjee,64.67,282
411725,Pratham,Aditya,Rastogi,64.66,282
411726,Kavya,Zivaan,Zala,64.66,282
411727,Siddharth,Siddharth,Kumar,64.64,282
411728,Pratik,Pranav,Ranganathan,64.64,282
411729,Laksh,Advait,Rastogi,64.64,282
411730,Ananya,Tanish,Inamdar,64.64,282
411731,Pratham,Kavya,Iyer,64.64,282
411732,Arya,Mohit,Nagpal,64.64,282
411733,Rishabh,Rishabh,Nanda,64.64,282
411734,Charvi,Aarav,Sinha,64.64,282
411735,Parth,Chandan,Zala,64.64,282
411736,Kiara,Karan,Jha,64.64,282
411737,Dev,Hitesh,Trivedi,64.64,282
411738,Aditya,Bhavin,Ahuja,64.64,282
411739,Aryan,Nirav,Achari,64.64,282
411740,Kunal,Zayn,Khan,64.64,282
411741,Uma,Arjun,Pai,64.63,282
411742,Kiara,Samarth,Mehta,64.63,282
411743,Ritika,Jay,Kothari,64.63,282
411744,Ayush,Aarav,Gupta,64.63,282
411745,Eesha,Aditya,Rao,64.62,282
411746,Yash,Ayush,Sondhi,64.62,282
411747,Shubham,Yuvan,Khanna,64.62,282
411748,Sanya,Ayush,Gupta,64.62,282
411749,Anika,Ishan,Agarwal,64.62,282
411750,Virat,Manish,Joshi,64.62,282
411751,Sanya,Neel,Yadav,64.62,282
411752,Yuvika,Yash,Yagnik,64.62,282
411753,Ojas,Surya,Nanda,64.62,282
411754,Zoya,Dev,Jindal,64.62,282
411755,Zara,Kunal,Choudhury,64.62,282
411756,Rishabh,Yash,Kothari,64.62,282
411757,Darshan,Atharva,Nagpal,64.62,282
411758,Brijesh,Samarth,Fadnavis,64.62,282
411759,Akshay,Devansh,Goswami,64.61,283
411760,Ojas,Ayush,Badal,64.61,283
411761,Mohit,Yug,Chopra,64.61,283
411762,Ayush,Atharva,Rao,64.61,283
411763,Ayush,Dev,Sondhi,64.61,283
411764,Vidhi,Varun,Verma,64.59,283
411765,Kanika,Arjun,Kamble,64.57,283
411766,Bhavika,Aditya,Reddy,64.57,283
411767,Radhika,Ansh,Xavier,64.57,283
411768,Bhavya,Pranav,Mukherjee,64.57,283
411769,Mahika,Gautam,Jindal,64.57,283
411770,Vedika,Harsh,Sethi,64.57,283
411771,Manish,Abhinav,Fernandes,64.57,283
411772,Radhika,Utkarsh,Ojha,64.57,283
411773,Eva,Karan,Uday,64.57,283
411774,Charvi,Rohit,Kumar,64.57,283
411775,Sakshi,Samarth,Khan,64.57,283
411776,Raj,Ishaan,Sondhi,64.57,283
411777,Disha,Manish,Edara,64.57,283
411778,Vaishnavi,Utkarsh,Vaghela,64.55,283
411779,Vidhi,Krish,Thakur,64.55,283
411780,Hemangi,Siddharth,Choudhury,64.55,283
411781,Lakshmi,Vivaan,Joshi,64.55,283
411782,Bhavin,Akshay,Ahuja,64.55,283
411783,Chandan,Yug,Pillai,64.55,283
411784,Harsh,Tanish,Gupta,64.54,283
411785,Kanika,Ayush,Badal,64.54,283
411786,Aishwarya,Ekansh,Kamble,64.54,283
411787,Arjun,Naman,Banerjee,64.54,283
411788,Mehak,Akash,Ojha,64.54,283
411789,Disha,Eshan,Loya,64.54,283
411790,Sahil,Aayush,Roy,64.54,283
411791,Bhavika,Arjun,Chauhan,64.54,283
411792,Niyati,Yash,Jha,64.54,283
411793,Qirat,Sahil,Yadav,64.54,283
411794,Tanisha,Kavya,Chauhan,64.54,283
411795,Lavanya,Chandan,Jain,64.54,283
411796,Chandan,Tejas,Jain,64.54,284
411797,Tejas,Yug,Ahuja,64.54,284
411798,Brijesh,Mohit,Sondhi,64.54,284
411799,Sahil,Ritvik,Jain,64.54,284
411800,Varun,Om,Rastogi,64.54,284
411801,Ritvik,Abhishek,Pandey,64.54,284
411802,Yug,Advait,Zala,64.54,284
411803,Ritika,Brijesh,Yadav,64.54,284
411804,Janvi,Parth,Nagpal,64.54,284
411805,Ishaan,Ansh,Mittal,64.54,284
411806,Vanya,Yug,Vaghela,64.54,284
411807,Devika,Ayush,Jha,64.54,284
411808,Rohit,Ayush,Dara,64.53,284
411809,Pihu,Ishan,Ojha,64.53,284
411810,Khushi,Aryan,Verma,64.53,284
411811,Rishabh,Lokesh,Dubey,64.51,284
411812,Neel,Eshan,Joshi,64.51,284
411813,Inaya,Gaurav,Sondhi,64.51,284
411814,Mehak,Ayush,Nagpal,64.51,284
411815,Hitesh,Aayush,Jain,64.51,284
411816,Anika,Advait,Kothari,64.51,284
411817,Ananya,Akshay,Halder,64.51,284
411818,Aaradhya,Yash,Rao,64.51,284
411819,Chirag,Aditya,Sethi,64.49,284
411820,Lavanya,Harsh,Dhillon,64.49,284
411821,Zara,Tejas,Singh,64.49,284
411822,Sanya,Hrithik,Mazumdar,64.49,284
411823,Ayushman,Pratham,Jindal,64.47,284
411824,Navya,Aniket,Mehta,64.47,284
411825,Rishabh,Manish,Dara,64.47,284
411826,Ayush,Aniket,Sharma,64.47,284
411827,Advika,Zayn,Oberoi,64.46,284
411828,Neel,Jay,Gupta,64.46,284
411829,Zorawar,Darshan,Bose,64.46,284
411830,Vidhi,Kavya,Patel,64.46,284
411831,Krish,Hitesh,Ahuja,64.46,284
411832,Urvashi,Aadi,Yagnik,64.46,284
411833,Advait,Naman,Ranganathan,64.46,284
411834,Kavya,Advait,Sharma,64.46,284
411835,Akshara,Pratik,Roy,64.46,284
411836,Shubham,Akash,Tiwari,64.45,285
411837,Ananya,Dhruv,Tiwari,64.45,285
411838,Amaira,Om,Loya,64.45,285
411839,Nisha,Karan,Shah,64.45,285
411840,Kritika,Surya,Pai,64.45,285
411841,Riya,Virat,Bhat,64.45,285
411842,Ira,Darshan,Zinta,64.45,285
411843,Ishita,Gaurav,Achari,64.45,285
411844,Rishabh,Ansh,Khanna,64.45,285
411845,Ansh,Krish,Jha,64.45,285
411846,Devika,Ekansh,Agarwal,64.45,285
411847,Raj,Gautam,Iyer,64.45,285
411848,Eva,Atharva,Uday,64.45,285
411849,Zoya,Tejas,Mittal,64.45,285
411850,Sanya,Tejas,Vaghela,64.45,285
411851,Gautam,Laksh,Zaveri,64.45,285
411852,Kunal,Eshan,Dhillon,64.45,285
411853,Neha,Zivaan,Rastogi,64.43,285
411854,Hrithik,Devansh,Kulkarni,64.4,285
411855,Qirat,Divyansh,Fadnavis,64.39,285
411856,Zara,Tanish,Lal,64.37,285
411857,Chandan,Advait,Dubey,64.37,285
411858,Kunal,Divyansh,Das,64.37,285
411859,Neha,Om,Kamble,64.37,285
411860,Sakshi,Hitesh,Kamble,64.37,285
411861,Arya,Parth,Nair,64.37,285
411862,Parth,Jay,Bose,64.36,285
411863,Meher,Surya,Loya,64.36,285
411864,Oviya,Aayush,Jha,64.36,285
411865,Yug,Naman,Reddy,64.36,285
411866,Vrinda,Yash,Rastogi,64.36,285
411867,Karan,Aayush,Nagpal,64.36,285
411868,Krish,Gaurav,Trivedi,64.36,285
411869,Vrinda,Karan,Pandey,64.35,285
411870,Dia,Jatin,Fernandes,64.35,285
411871,Shubham,Ansh,Chatterjee,64.35,285
411872,Ekta,Krish,Khan,64.35,285
411873,Ritvik,Chirag,Pillai,64.35,285
411874,Ishika,Brijesh,Thakur,64.35,285
411875,Khushi,Divyansh,Xalxo,64.35,285
411876,Aditya,Shubham,Halder,64.35,285
411877,Yamini,Parth,Dutta,64.35,285
411878,Utkarsh,Jatin,Talwar,64.35,286
411879,Oviya,Hitesh,Dubey,64.35,286
411880,Vedika,Rohit,Agarwal,64.34,286
411881,Zayn,Akshay,Kumar,64.34,286
411882,Jai,Krish,Gupta,64.34,286
411883,Samarth,Rishabh,Sharma,64.33,286
411884,Jiya,Dev,Shah,64.33,286
411885,Neha,Aarush,Choudhury,64.33,286
411886,Utkarsh,Rohit,Chopra,64.33,286
411887,Zara,Kavya,Arora,64.31,286
411888,Garima,Chandan,Yadav,64.31,286
411889,Navya,Karan,Desai,64.31,286
411890,Prisha,Abhinav,Sondhi,64.3,286
411891,Gauri,Aarush,Lamba,64.3,286
411892,Devika,Akshay,Khan,64.3,286
411893,Pratham,Yuvan,Agarwal,64.3,286
411894,Kyra,Zivaan,Yagnik,64.3,286
411895,Siddharth,Virat,Kumar,64.3,286
411896,Prisha,Bhavin,Arora,64.3,286
411897,Harsh,Harsh,Ahuja,64.3,286
411898,Zivaan,Pratham,Choudhury,64.3,286
411899,Mayank,Bhavin,Tiwari,64.28,286
411900,Jiya,Aditya,Mittal,64.28,286
411901,Ishita,Tanish,Jha,64.28,286
411902,Shubham,Laksh,Lal,64.27,286
411903,Om,Pranav,Sethi,64.27,286
411904,Eesha,Varun,Iyer,64.27,286
411905,Mahika,Ekansh,Varma,64.27,286
411906,Khushi,Ayushman,Kapoor,64.27,286
411907,Qirat,Ayush,Fernandes,64.27,286
411908,Yamini,Aarav,Rastogi,64.27,286
411909,Shreya,Dev,Jha,64.27,286
411910,Ishan,Pranav,Kothari,64.24,286
411911,Surya,Chirag,Dara,64.24,286
411912,Gaurav,Zayn,Kapoor,64.24,286
411913,Hitesh,Krish,Shah,64.24,286
411914,Om,Divyansh,Shah,64.24,286
411915,Rohit,Bhavya,Rastogi,64.22,286
411916,Aaradhya,Om,Singh,64.2,286
411917,Jay,Naman,Jain,64.2,286
411918,Zara,Sahil,Dey,64.2,286
411919,Yuvan,Aditya,Yadav,64.2,286
411920,Arya,Yuvan,Kumar,64.2,287
411921,Advika,Raj,Zinta,64.2,287
411922,Aniket,Akshay,Rastogi,64.2,287
411923,Dev,Brijesh,Zala,64.2,287
411924,Aishwarya,Varun,Jindal,64.2,287
411925,Zayn,Rishabh,Ranganathan,64.17,287
411926,Aryan,Chirag,Patel,64.14,287
411927,Vedika,Yug,Bhattacharya,64.12,287
411928,Laksh,Mayank,Xalxo,64.12,287
411929,Prisha,Aditya,Chatterjee,64.12,287
411930,Hemangi,Varun,Mahajan,64.12,287
411931,Bhavika,Tanish,Halder,64.12,287
411932,Pari,Gaurav,Chauhan,64.12,287
411933,Sahil,Sahil,Dey,64.12,287
411934,Lakshmi,Kavya,Pandey,64.12,287
411935,Vishal,Sahil,Banerjee,64.09,287
411936,Laksh,Chandan,Chauhan,64.06,287
411937,Garima,Brijesh,Yadav,64.05,287
411938,Ansh,Zorawar,Jha,64.05,287
411939,Yuvika,Vishal,Uppal,64.02,287
411940,Kiara,Zayn,Desai,64.02,287
411941,Yuvan,Jay,Talwar,64.02,287
411942,Kavya,Aditya,Bajaj,64.02,287
411943,Meher,Atharva,Rastogi,64.02,287
411944,Ira,Raj,Fadnavis,64.02,287
411945,Nisha,Aarush,Joshi,64.02,287
411946,Neha,Hitesh,Rastogi,64.02,287
411947,Kritika,Sahil,Thakur,64.02,287
411948,Samarth,Harsh,Agarwal,64.02,287
411949,Akshara,Lokesh,Verma,64.02,287
411950,Zayn,Abhinav,Joshi,64.02,287
411951,Mehak,Abhinav,Ahuja,64.02,287
411952,Prisha,Ekansh,Lal,64.02,287
411953,Mohit,Ishan,Vaghela,64.02,287
411954,Navya,Divyansh,Talwar,64.02,287
411955,Chandan,Tanish,Patel,64.02,287
411956,Manish,Ayush,Loya,64.02,287
411957,Urvashi,Dhruv,Halder,64.02,287
411958,Akshara,Harsh,Loya,64.02,287
411959,Vedika,Hitesh,Lal,64.02,287
411960,Trisha,Karan,Mazumdar,64.02,287
411961,Aditya,Ansh,Malhotra,64.02,287
411962,Mayank,Yuvan,Xavier,64.02,287
411963,Mayank,Manish,Yadav,64.02,287
411964,Ishita,Vishal,Mahajan,64.02,287
411965,Zivaan,Kavya,Wadhwa,64.02,288
411966,Zoya,Utkarsh,Badal,64.02,288
411967,Bhavya,Darshan,Pandey,64.02,288
411968,Ananya,Dev,Vaghela,64.01,288
411969,Zorawar,Ojas,Yadav,64.01,288
411970,Gaurav,Darshan,Khanna,64.01,288
411971,Lakshmi,Pratham,Mittal,64.01,288
411972,Kunal,Arjun,Yadav,64.01,288
411973,Disha,Ritvik,Mazumdar,64.0,288
411974,Lavanya,Zivaan,Joshi,64.0,288
411975,Vedika,Aniket,Dara,64.0,288
411976,Samarth,Ritvik,Iyer,64.0,288
411977,Qirat,Eshan,Qazi,64.0,288
411978,Karan,Pratik,Chatterjee,64.0,288
411979,Aarush,Brijesh,Rastogi,64.0,288
411980,Ishita,Lokesh,Sharma,64.0,288
411981,Varun,Mohit,Goswami,63.99,288
411982,Mayank,Virat,Choudhury,63.98,288
411983,Amaira,Parth,Zinta,63.98,288
411984,Trisha,Samarth,Zaveri,63.98,288
411985,Divya,Jai,Sharma,63.96,288
411986,Zorawar,Hrithik,Joshi,63.96,288
411987,Ishaan,Om,Banerjee,63.95,288
411988,Bhavin,Aarush,Bhattacharya,63.93,288
411989,Jiya,Nirav,Pillai,63.9,288
411990,Devika,Tejas,Zinta,63.89,288
411991,Gaurav,Pratik,Jindal,63.89,288
411992,Parth,Aayush,Wadhwa,63.89,288
411993,Pranavi,Manish,Ojha,63.89,288
411994,Ojasvi,Ayush,Chauhan,63.89,288
411995,Devansh,Yuvan,Oberoi,63.89,288
411996,Mayank,Akshay,Arora,63.89,288
411997,Ekansh,Naman,Zaveri,63.89,288
411998,Dia,Aditya,Fadnavis,63.89,288
411999,Mohit,Jai,Pandey,63.89,288
412000,Zoya,Ansh,Mehta,63.89,288
412001,Pranavi,Abhishek,Sondhi,63.89,288
412002,Kyra,Aayush,Kumar,63.89,288
412003,Ojasvi,Devansh,Sehgal,63.89,288
412004,Ritika,Ekansh,Yadav,63.87,288
412005,Akash,Jay,Sharma,63.87,288
412006,Yamini,Aayush,Sondhi,63.87,288
412007,Bhavika,Manish,Chauhan,63.87,288
412008,Divya,Zorawar,Malhotra,63.87,289
412009,Yashi,Ayushman,Rastogi,63.87,289
412010,Yamini,Neel,Chatterjee,63.87,289
412011,Abhinav,Shivansh,Desai,63.84,289
412012,Mayank,Laksh,Rao,63.84,289
412013,Bhavin,Shubham,Dara,63.84,289
412014,Ishika,Pratham,Agarwal,63.84,289
412015,Vaishnavi,Advait,Das,63.84,289
412016,Dia,Eshan,Kulkarni,63.84,289
412017,Ritika,Mohit,Choudhury,63.84,289
412018,Chirag,Aayush,Sinha,63.84,289
412019,Chahat,Yug,Achari,63.84,289
412020,Tejas,Ojas,Nagpal,63.84,289
412021,Ritvik,Bhavya,Rastogi,63.84,289
412022,Advait,Karan,Trivedi,63.84,289
412023,Aarush,Bhavin,Kulkarni,63.84,289
412024,Hitesh,Tanish,Sondhi,63.84,289
412025,Kavya,Darshan,Rastogi,63.82,289
412026,Lavanya,Zivaan,Ranganathan,63.81,289
412027,Aryan,Atharva,Nair,63.81,289
412028,Ishita,Manish,Jain,63.81,289
412029,Sanya,Ojas,Mehta,63.79,289
412030,Chandan,Parth,Iyer,63.79,289
412031,Uma,Samarth,Badal,63.79,289
412032,Ira,Harsh,Ahuja,63.79,289
412033,Hitesh,Aarav,Kamble,63.79,289
412034,Ishita,Nirav,Fadnavis,63.79,289
412035,Tanya,Advait,Roy,63.79,289
412036,Vanya,Ayushman,Loya,63.79,289
412037,Virat,Atharva,Uppal,63.79,289
412038,Qirat,Pranav,Pandey,63.77,289
412039,Amaira,Yug,Mazumdar,63.76,289
412040,Prisha,Naman,Goswami,63.74,289
412041,Ritika,Karan,Uday,63.74,289
412042,Radhika,Rohit,Sethi,63.73,289
412043,Parth,Kunal,Khanna,63.72,289
412044,Vrinda,Ayush,Uday,63.72,289
412045,Bhavika,Yuvan,Dara,63.69,289
412046,Harsh,Kunal,Kothari,63.69,290
412047,Anika,Aditya,Bose,63.69,290
412048,Shivansh,Hrithik,Jha,63.67,290
412049,Aarush,Hrithik,Ojha,63.67,290
412050,Lokesh,Yuvan,Halder,63.67,290
412051,Samarth,Lokesh,Ahuja,63.67,290
412052,Uma,Bhavin,Dey,63.67,290
412053,Kiara,Pratik,Sinha,63.67,290
412054,Shubham,Aniket,Uppal,63.64,290
412055,Dia,Tejas,Dey,63.64,290
412056,Eva,Aarush,Xalxo,63.64,290
412057,Akshara,Tejas,Lamba,63.61,290
412058,Pratham,Gaurav,Dara,63.61,290
412059,Aniket,Lokesh,Jindal,63.61,290
412060,Uma,Varun,Qazi,63.6,290
412061,Radhika,Eshan,Ranganathan,63.6,290
412062,Aditya,Dhruv,Banerjee,63.58,290
412063,Shreya,Gaurav,Kamble,63.58,290
412064,Aadi,Rishabh,Fernandes,63.58,290
412065,Tanish,Surya,Chatterjee,63.58,290
412066,Ojasvi,Om,Ahuja,63.55,290
412067,Yuvika,Tanish,Gupta,63.55,290
412068,Dhruv,Utkarsh,Sharma,63.55,290
412069,Jiya,Sahil,Kamble,63.55,290
412070,Bhavya,Shivansh,Desai,63.55,290
412071,Aryan,Samarth,Chauhan,63.55,290
412072,Zara,Kunal,Desai,63.55,290
412073,Advait,Ojas,Desai,63.55,290
412074,Siddharth,Parth,Fernandes,63.55,290
412075,Varun,Rohit,Desai,63.55,290
412076,Utkarsh,Rishabh,Pai,63.55,290
412077,Nisha,Devansh,Zala,63.54,290
412078,Krish,Nirav,Mehta,63.54,290
412079,Janvi,Mohit,Gupta,63.54,290
412080,Divyansh,Dhruv,Arora,63.54,290
412081,Naman,Chandan,Varma,63.54,290
412082,Kiara,Vivaan,Dey,63.54,290
412083,Gaurav,Manish,Wadhwa,63.54,290
412084,Utkarsh,Pratham,Varma,63.54,291
412085,Aarav,Aryan,Khanna,63.54,291
412086,Lakshmi,Abhishek,Mahajan,63.54,291
412087,Aayush,Aayush,Lamba,63.54,291
412088,Vivaan,Rohit,Rao,63.54,291
412089,Divyansh,Akash,Dey,63.54,291
412090,Aryan,Arjun,Achari,63.54,291
412091,Aditya,Utkarsh,Sinha,63.52,291
412092,Rohit,Abhishek,Reddy,63.51,291
412093,Pranav,Samarth,Uppal,63.51,291
412094,Mayank,Kunal,Khan,63.51,291
412095,Kavya,Vivaan,Edara,63.51,291
412096,Dhruv,Mohit,Malhotra,63.51,291
412097,Jai,Ekansh,Thakur,63.51,291
412098,Yuvan,Aditya,Mittal,63.51,291
412099,Aadi,Surya,Qazi,63.5,291
412100,Inaya,Shubham,Mittal,63.5,291
412101,Zara,Ayushman,Arora,63.48,291
412102,Surya,Tejas,Arora,63.48,291
412103,Disha,Advait,Badal,63.48,291
412104,Harsh,Gaurav,Khanna,63.48,291
412105,Jiya,Kunal,Sethi,63.48,291
412106,Devansh,Pratik,Thakur,63.48,291
412107,Kanika,Darshan,Varma,63.48,291
412108,Niyati,Aayush,Goswami,63.48,291
412109,Ishan,Dhruv,Xalxo,63.48,291
412110,Lavanya,Hitesh,Nagpal,63.48,291
412111,Kiara,Ansh,Trivedi,63.48,291
412112,Harsh,Kunal,Pandey,63.48,291
412113,Gauri,Pratham,Rastogi,63.48,291
412114,Lokesh,Pratik,Dey,63.48,291
412115,Brijesh,Zorawar,Zaveri,63.48,291
412116,Trisha,Arjun,Malhotra,63.48,291
412117,Zara,Gautam,Pai,63.48,291
412118,Lakshmi,Advait,Bhat,63.48,291
412119,Hitesh,Ojas,Ojha,63.48,292
412120,Ishan,Tanish,Edara,63.45,292
412121,Yamini,Jay,Roy,63.45,292
412122,Vaishnavi,Manish,Gupta,63.45,292
412123,Bhavin,Bhavin,Banerjee,63.45,292
412124,Akshara,Tejas,Agarwal,63.45,292
412125,Tanya,Sahil,Jindal,63.45,292
412126,Ritika,Aayush,Thakur,63.45,292
412127,Zara,Abhishek,Walunj,63.45,292
412128,Zainab,Lokesh,Bhattacharya,63.43,292
412129,Ojas,Gaurav,Agarwal,63.43,292
412130,Zoya,Tejas,Uday,63.43,292
412131,Mohit,Darshan,Bose,63.43,292
412132,Zoya,Ishaan,Pandey,63.43,292
412133,Shubham,Harsh,Mahajan,63.43,292
412134,Inaya,Akshay,Malhotra,63.43,292
412135,Ekansh,Aarav,Sondhi,63.43,292
412136,Hrithik,Lokesh,Xalxo,63.43,292
412137,Atharva,Parth,Chatterjee,63.43,292
412138,Dev,Brijesh,Sondhi,63.41,292
412139,Aayush,Shivansh,Das,63.41,292
412140,Jay,Ayushman,Loya,63.41,292
412141,Divyansh,Aarav,Kothari,63.41,292
412142,Aishwarya,Vivaan,Lal,63.4,292
412143,Divyansh,Bhavya,Fadnavis,63.4,292
412144,Rohit,Pratham,Roy,63.4,292
412145,Ritika,Aadi,Lal,63.37,292
412146,Tejas,Ansh,Goswami,63.37,292
412147,Aditya,Aarush,Rastogi,63.37,292
412148,Shubham,Aditya,Wadhwa,63.37,292
412149,Arjun,Ishan,Verma,63.37,292
412150,Devika,Parth,Inamdar,63.37,292
412151,Bhavika,Rishabh,Pai,63.37,292
412152,Chahat,Shivansh,Varma,63.37,292
412153,Arjun,Parth,Bajaj,63.36,292
412154,Ayushman,Aayush,Mahajan,63.36,292
412155,Ekansh,Rohit,Desai,63.36,292
412156,Chandan,Ayushman,Vaghela,63.34,292
412157,Niyati,Aditya,Mittal,63.34,293
412158,Trisha,Chandan,Uppal,63.34,293
412159,Divya,Akshay,Dubey,63.34,293
412160,Qirat,Kavya,Zala,63.34,293
412161,Kavya,Ayush,Kamble,63.34,293
412162,Akash,Vishal,Nagpal,63.34,293
412163,Arjun,Eshan,Kapoor,63.34,293
412164,Kanika,Akash,Chatterjee,63.34,293
412165,Ritvik,Bhavya,Zaveri,63.34,293
412166,Riya,Aditya,Sachdev,63.34,293
412167,Zainab,Advait,Sondhi,63.34,293
412168,Bhavin,Kunal,Walunj,63.31,293
412169,Neha,Ayushman,Bose,63.31,293
412170,Ishaan,Neel,Ranganathan,63.31,293
412171,Ekansh,Ojas,Dara,63.31,293
412172,Yashi,Ishan,Khanna,63.31,293
412173,Oviya,Dev,Chatterjee,63.31,293
412174,Radhika,Hitesh,Jain,63.31,293
412175,Dia,Gautam,Ahuja,63.31,293
412176,Mohit,Krish,Desai,63.29,293
412177,Shivansh,Bhavin,Bhattacharya,63.29,293
412178,Ekta,Aditya,Goswami,63.29,293
412179,Aanya,Tejas,Uday,63.29,293
412180,Zara,Karan,Chatterjee,63.29,293
412181,Aditya,Nirav,Mahajan,63.28,293
412182,Ekansh,Virat,Halder,63.28,293
412183,Ananya,Akash,Jha,63.28,293
412184,Tanish,Ekansh,Roy,63.28,293
412185,Gaurav,Aditya,Wadhwa,63.26,293
412186,Kunal,Hitesh,Khanna,63.26,293
412187,Ekansh,Darshan,Loya,63.26,293
412188,Chandan,Eshan,Zinta,63.26,293
412189,Kavya,Mayank,Dubey,63.26,293
412190,Vedika,Hrithik,Dubey,63.26,293
412191,Neel,Ishan,Kumar,63.26,293
412192,Surya,Laksh,Ojha,63.26,293
412193,Jai,Jai,Pai,63.26,294
412194,Ananya,Hrithik,Malhotra,63.26,294
412195,Vrinda,Kavya,Yagnik,63.26,294
412196,Siddharth,Aditya,Jain,63.26,294
412197,Prisha,Ekansh,Yadav,63.23,294
412198,Kritika,Hitesh,Gupta,63.21,294
412199,Kunal,Zorawar,Halder,63.21,294
412200,Divya,Virat,Ranganathan,63.21,294
412201,Lakshmi,Brijesh,Oberoi,63.2,294
412202,Ekansh,Pranav,Lal,63.2,294
412203,Hrithik,Siddharth,Malhotra,63.18,294
412204,Uma,Aditya,Uppal,63.18,294
412205,Eesha,Ojas,Dey,63.18,294
412206,Samarth,Pratham,Khan,63.18,294
412207,Radhika,Shivansh,Ranganathan,63.18,294
412208,Chahat,Ekansh,Zala,63.18,294
412209,Rishabh,Tejas,Bose,63.18,294
412210,Jatin,Surya,Sachdev,63.18,294
412211,Jay,Ayush,Kothari,63.18,294
412212,Hrithik,Kavya,Sethi,63.18,294
412213,Pratham,Om,Ranganathan,63.16,294
412214,Tanisha,Kunal,Choudhury,63.16,294
412215,Hitesh,Atharva,Chopra,63.16,294
412216,Rohit,Chirag,Das,63.16,294
412217,Inaya,Utkarsh,Agarwal,63.16,294
412218,Darshan,Mohit,Dara,63.16,294
412219,Aarush,Zorawar,Chopra,63.14,294
412220,Janvi,Pratham,Fadnavis,63.11,294
412221,Sakshi,Nirav,Patel,63.1,294
412222,Zorawar,Akash,Fadnavis,63.1,294
412223,Tanish,Pratik,Varma,63.09,294
412224,Zorawar,Shubham,Mahajan,63.08,294
412225,Qirat,Gaurav,Pillai,63.08,294
412226,Sia,Tanish,Gupta,63.08,294
412227,Kanika,Siddharth,Reddy,63.07,294
412228,Ansh,Zorawar,Jha,63.07,295
412229,Ishan,Jatin,Achari,63.04,295
412230,Jiya,Aniket,Fernandes,63.04,295
412231,Zivaan,Nirav,Banerjee,63.04,295
412232,Kyra,Shubham,Choudhury,63.04,295
412233,Mehak,Bhavya,Khanna,63.04,295
412234,Aditya,Chirag,Singh,63.02,295
412235,Ishita,Utkarsh,Halder,63.02,295
412236,Sahil,Zorawar,Pandey,63.02,295
412237,Yuvika,Vishal,Kothari,63.02,295
412238,Nirav,Aditya,Ojha,63.02,295
412239,Kiara,Raj,Mehta,63.02,295
412240,Jay,Aditya,Dubey,63.0,295
412241,Varun,Akshay,Wadhwa,63.0,295
412242,Zivaan,Advait,Mazumdar,62.98,295
412243,Zara,Surya,Zala,62.98,295
412244,Aryan,Sahil,Bhattacharya,62.98,295
412245,Manish,Virat,Agarwal,62.98,295
412246,Ritika,Atharva,Fadnavis,62.98,295
412247,Pratik,Shubham,Zinta,62.98,295
412248,Yug,Zorawar,Jindal,62.98,295
412249,Neha,Rohit,Bajaj,62.98,295
412250,Laksh,Zivaan,Sondhi,62.98,295
412251,Chahat,Abhinav,Rastogi,62.98,295
412252,Zainab,Yug,Das,62.98,295
412253,Eva,Brijesh,Kulkarni,62.98,295
412254,Khushi,Mohit,Mukherjee,62.98,295
412255,Pratham,Manish,Tiwari,62.98,295
